index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,54,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
2,46,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
3,47,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
4,51,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
5,44,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
6,51,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
7,52,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
8,55,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
9,49,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
10,46,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
11,49,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
12,50,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
13,51,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
14,48,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
15,50,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
16,50,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
17,48,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
18,55,Machine 5,0,0,0,3,1,54,-0.0010558488469019141,3
19,53,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
20,47,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
21,50,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
22,49,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
23,47,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
24,53,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
25,50,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
26,49,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
27,49,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
28,53,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
29,54,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
30,52,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
31,48,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
32,49,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
33,54,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
34,48,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
35,50,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
36,51,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
37,51,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
38,47,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
39,49,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
40,53,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
41,47,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
42,51,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
43,52,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
44,49,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
45,50,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
46,48,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
47,51,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
48,50,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
49,49,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
50,52,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
51,50,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
52,47,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
53,48,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
54,48,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
55,49,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
56,50,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
57,54,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
58,46,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
59,47,Machine 5,0,0,0,3,0,54,-0.0010558488469019141,3
60,54,Machine 5,1,0,0,3,0,54,-0.0010558488469019141,3
