index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,97,Machine 2,0,0,0,5,1,85,-0.093109196999166,5
2,85,Machine 2,0,0,0,5,0,85,-0.093109196999166,5
3,87,Machine 2,0,0,0,5,0,85,-0.093109196999166,5
4,82,Machine 2,0,0,0,5,0,85,-0.093109196999166,5
5,77,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
6,73,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
7,76,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
8,66,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
9,68,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
10,64,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
11,61,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
12,60,Machine 2,0,0,0,3,0,85,-0.093109196999166,5
13,61,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
14,55,Machine 2,0,0,0,3,0,85,-0.093109196999166,5
15,52,Machine 2,0,5,0,3,0,85,-0.093109196999166,5
16,50,Machine 2,0,0,0,3,0,85,-0.093109196999166,5
17,48,Machine 2,0,0,0,3,0,85,-0.093109196999166,5
18,45,Machine 2,0,0,0,3,0,85,-0.093109196999166,5
19,41,Machine 2,0,0,0,3,0,85,-0.093109196999166,5
20,40,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
21,37,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
22,36,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
23,29,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
24,29,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
25,27,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
26,19,Machine 2,0,0,0,1,0,85,-0.093109196999166,5
27,19,Machine 2,0,0,0,1,0,85,-0.093109196999166,5
28,14,Machine 2,0,0,0,1,0,85,-0.093109196999166,5
29,20,Machine 2,0,0,0,1,0,85,-0.093109196999166,5
30,14,Machine 2,0,0,0,1,0,85,-0.093109196999166,5
31,7,Machine 2,0,0,0,1,0,85,-0.093109196999166,5
32,7,Machine 2,0,0,0,1,0,85,-0.093109196999166,5
33,12,Machine 2,0,0,0,1,0,85,-0.093109196999166,5
34,14,Machine 2,0,0,0,1,0,85,-0.093109196999166,5
35,17,Machine 2,0,0,0,1,0,85,-0.093109196999166,5
36,18,Machine 2,0,0,0,1,0,85,-0.093109196999166,5
37,26,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
38,27,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
39,32,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
40,34,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
41,33,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
42,36,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
43,39,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
44,40,Machine 2,0,0,0,2,0,85,-0.093109196999166,5
45,45,Machine 2,0,0,0,3,0,85,-0.093109196999166,5
46,53,Machine 2,0,0,0,3,0,85,-0.093109196999166,5
47,51,Machine 2,0,0,0,3,0,85,-0.093109196999166,5
48,48,Machine 2,0,0,0,3,0,85,-0.093109196999166,5
49,57,Machine 2,0,0,0,3,0,85,-0.093109196999166,5
50,66,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
51,66,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
52,61,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
53,66,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
54,71,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
55,73,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
56,76,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
57,79,Machine 2,0,0,0,4,0,85,-0.093109196999166,5
58,82,Machine 2,0,0,0,5,0,85,-0.093109196999166,5
59,84,Machine 2,0,0,0,5,0,85,-0.093109196999166,5
60,85,Machine 2,1,0,0,5,0,85,-0.093109196999166,5
