index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,6,Machine 12,0,0,0,1,0,88,1.3581550430675182,5
2,14,Machine 12,0,0,0,1,0,88,1.3581550430675182,5
3,16,Machine 12,0,0,0,1,0,88,1.3581550430675182,5
4,13,Machine 12,0,0,0,1,0,88,1.3581550430675182,5
5,16,Machine 12,0,0,0,1,0,88,1.3581550430675182,5
6,18,Machine 12,0,0,0,1,0,88,1.3581550430675182,5
7,19,Machine 12,0,0,0,1,0,88,1.3581550430675182,5
8,18,Machine 12,0,0,0,1,0,88,1.3581550430675182,5
9,20,Machine 12,0,0,0,1,0,88,1.3581550430675182,5
10,22,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
11,22,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
12,24,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
13,26,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
14,23,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
15,27,Machine 12,0,0,1,2,0,88,1.3581550430675182,5
16,27,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
17,31,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
18,30,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
19,31,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
20,30,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
21,30,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
22,34,Machine 12,0,0,0,2,0,88,1.3581550430675182,5
23,41,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
24,42,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
25,43,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
26,49,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
27,43,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
28,47,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
29,45,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
30,47,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
31,51,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
32,54,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
33,54,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
34,53,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
35,53,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
36,57,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
37,53,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
38,53,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
39,62,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
40,59,Machine 12,0,0,0,3,0,88,1.3581550430675182,5
41,66,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
42,66,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
43,72,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
44,64,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
45,70,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
46,72,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
47,68,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
48,68,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
49,73,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
50,77,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
51,79,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
52,76,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
53,80,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
54,79,Machine 12,0,0,0,4,0,88,1.3581550430675182,5
55,81,Machine 12,0,0,0,5,0,88,1.3581550430675182,5
56,82,Machine 12,0,0,0,5,0,88,1.3581550430675182,5
57,88,Machine 12,0,0,0,5,0,88,1.3581550430675182,5
58,85,Machine 12,0,0,0,5,0,88,1.3581550430675182,5
59,97,Machine 12,0,0,0,5,1,88,1.3581550430675182,5
60,88,Machine 12,1,0,0,5,0,88,1.3581550430675182,5
