index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,3,Machine 2,0,0,0,1,0,92,1.322839677688246,5
2,13,Machine 2,0,0,0,1,0,92,1.322839677688246,5
3,19,Machine 2,0,0,0,1,0,92,1.322839677688246,5
4,15,Machine 2,0,0,0,1,0,92,1.322839677688246,5
5,15,Machine 2,0,0,0,1,0,92,1.322839677688246,5
6,15,Machine 2,0,0,0,1,0,92,1.322839677688246,5
7,18,Machine 2,0,0,0,1,0,92,1.322839677688246,5
8,18,Machine 2,0,0,0,1,0,92,1.322839677688246,5
9,20,Machine 2,0,0,0,1,0,92,1.322839677688246,5
10,25,Machine 2,0,0,0,2,0,92,1.322839677688246,5
11,26,Machine 2,0,0,0,2,0,92,1.322839677688246,5
12,26,Machine 2,0,0,0,2,0,92,1.322839677688246,5
13,24,Machine 2,0,0,0,2,0,92,1.322839677688246,5
14,25,Machine 2,0,0,0,2,0,92,1.322839677688246,5
15,28,Machine 2,0,0,1,2,0,92,1.322839677688246,5
16,31,Machine 2,0,0,0,2,0,92,1.322839677688246,5
17,34,Machine 2,0,0,0,2,0,92,1.322839677688246,5
18,30,Machine 2,0,0,0,2,0,92,1.322839677688246,5
19,38,Machine 2,0,0,0,2,0,92,1.322839677688246,5
20,37,Machine 2,0,0,0,2,0,92,1.322839677688246,5
21,40,Machine 2,0,0,0,2,0,92,1.322839677688246,5
22,35,Machine 2,0,0,0,2,0,92,1.322839677688246,5
23,39,Machine 2,0,0,0,2,0,92,1.322839677688246,5
24,39,Machine 2,0,0,0,2,0,92,1.322839677688246,5
25,49,Machine 2,0,0,0,3,0,92,1.322839677688246,5
26,39,Machine 2,0,0,0,2,0,92,1.322839677688246,5
27,47,Machine 2,0,0,0,3,0,92,1.322839677688246,5
28,44,Machine 2,0,0,0,3,0,92,1.322839677688246,5
29,47,Machine 2,0,0,0,3,0,92,1.322839677688246,5
30,51,Machine 2,0,0,0,3,0,92,1.322839677688246,5
31,50,Machine 2,0,0,0,3,0,92,1.322839677688246,5
32,50,Machine 2,0,0,0,3,0,92,1.322839677688246,5
33,52,Machine 2,0,0,0,3,0,92,1.322839677688246,5
34,52,Machine 2,0,0,0,3,0,92,1.322839677688246,5
35,59,Machine 2,0,0,0,3,0,92,1.322839677688246,5
36,58,Machine 2,0,0,0,3,0,92,1.322839677688246,5
37,58,Machine 2,0,0,0,3,0,92,1.322839677688246,5
38,53,Machine 2,0,0,0,3,0,92,1.322839677688246,5
39,58,Machine 2,0,0,0,3,0,92,1.322839677688246,5
40,64,Machine 2,0,0,0,4,0,92,1.322839677688246,5
41,65,Machine 2,0,0,0,4,0,92,1.322839677688246,5
42,62,Machine 2,0,0,0,4,0,92,1.322839677688246,5
43,63,Machine 2,0,0,0,4,0,92,1.322839677688246,5
44,70,Machine 2,0,0,0,4,0,92,1.322839677688246,5
45,75,Machine 2,0,0,0,4,0,92,1.322839677688246,5
46,65,Machine 2,0,0,0,4,0,92,1.322839677688246,5
47,68,Machine 2,0,0,0,4,0,92,1.322839677688246,5
48,74,Machine 2,0,0,0,4,0,92,1.322839677688246,5
49,72,Machine 2,0,0,0,4,0,92,1.322839677688246,5
50,72,Machine 2,0,0,0,4,0,92,1.322839677688246,5
51,76,Machine 2,0,0,0,4,0,92,1.322839677688246,5
52,76,Machine 2,0,0,0,4,0,92,1.322839677688246,5
53,79,Machine 2,0,0,0,4,0,92,1.322839677688246,5
54,83,Machine 2,0,0,0,5,0,92,1.322839677688246,5
55,83,Machine 2,0,0,0,5,0,92,1.322839677688246,5
56,83,Machine 2,0,0,0,5,0,92,1.322839677688246,5
57,82,Machine 2,0,0,0,5,0,92,1.322839677688246,5
58,86,Machine 2,0,0,0,5,0,92,1.322839677688246,5
59,89,Machine 2,0,0,0,5,0,92,1.322839677688246,5
60,92,Machine 2,1,0,0,5,1,92,1.322839677688246,5
