index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,51,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
2,45,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
3,45,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
4,47,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
5,53,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
6,51,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
7,47,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
8,52,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
9,54,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
10,50,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
11,46,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
12,53,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
13,52,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
14,46,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
15,52,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
16,49,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
17,52,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
18,53,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
19,49,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
20,50,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
21,52,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
22,50,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
23,51,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
24,46,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
25,50,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
26,50,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
27,52,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
28,52,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
29,49,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
30,51,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
31,51,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
32,53,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
33,51,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
34,49,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
35,51,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
36,53,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
37,50,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
38,48,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
39,53,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
40,49,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
41,47,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
42,55,Machine 11,0,0,0,3,1,44,-0.0154487357599331,3
43,49,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
44,50,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
45,48,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
46,50,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
47,49,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
48,45,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
49,48,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
50,54,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
51,46,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
52,47,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
53,48,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
54,46,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
55,50,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
56,53,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
57,54,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
58,51,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
59,46,Machine 11,0,0,0,3,0,44,-0.0154487357599331,3
60,44,Machine 11,1,0,0,3,0,44,-0.0154487357599331,3
