index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,51,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
2,53,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
3,53,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
4,50,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
5,48,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
6,50,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
7,46,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
8,50,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
9,53,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
10,53,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
11,48,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
12,47,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
13,52,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
14,46,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
15,49,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
16,50,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
17,47,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
18,50,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
19,53,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
20,46,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
21,48,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
22,49,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
23,54,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
24,48,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
25,51,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
26,49,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
27,49,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
28,48,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
29,50,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
30,47,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
31,49,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
32,51,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
33,51,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
34,51,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
35,51,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
36,51,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
37,54,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
38,50,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
39,48,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
40,50,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
41,48,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
42,50,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
43,51,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
44,49,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
45,50,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
46,52,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
47,54,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
48,46,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
49,50,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
50,49,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
51,47,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
52,49,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
53,51,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
54,55,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
55,55,Machine 10,0,0,0,3,1,50,0.016421228118921733,3
56,54,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
57,51,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
58,47,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
59,51,Machine 10,0,0,0,3,0,50,0.016421228118921733,3
60,50,Machine 10,1,0,0,3,0,50,0.016421228118921733,3
