index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,47,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
2,48,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
3,54,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
4,46,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
5,51,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
6,52,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
7,47,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
8,50,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
9,51,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
10,49,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
11,49,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
12,51,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
13,52,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
14,52,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
15,49,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
16,50,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
17,50,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
18,50,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
19,52,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
20,51,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
21,47,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
22,52,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
23,49,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
24,49,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
25,50,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
26,49,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
27,49,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
28,56,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
29,51,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
30,52,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
31,52,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
32,47,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
33,46,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
34,46,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
35,51,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
36,52,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
37,51,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
38,47,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
39,54,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
40,47,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
41,49,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
42,49,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
43,51,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
44,53,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
45,45,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
46,48,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
47,49,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
48,46,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
49,50,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
50,54,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
51,47,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
52,54,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
53,51,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
54,50,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
55,48,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
56,58,Machine 11,0,0,0,3,1,52,0.018671853292581222,3
57,50,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
58,53,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
59,51,Machine 11,0,0,0,3,0,52,0.018671853292581222,3
60,52,Machine 11,1,0,0,3,0,52,0.018671853292581222,3
