index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,7,Machine 9,0,0,0,1,0,16,0.1160600166712978,1
2,11,Machine 9,0,0,0,1,0,16,0.1160600166712978,1
3,21,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
4,17,Machine 9,0,0,0,1,0,16,0.1160600166712978,1
5,21,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
6,25,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
7,27,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
8,33,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
9,28,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
10,36,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
11,37,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
12,39,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
13,43,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
14,43,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
15,48,Machine 9,0,0,5,3,0,16,0.1160600166712978,1
16,52,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
17,57,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
18,56,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
19,62,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
20,64,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
21,66,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
22,63,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
23,69,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
24,68,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
25,74,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
26,77,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
27,78,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
28,83,Machine 9,0,0,0,5,0,16,0.1160600166712978,1
29,82,Machine 9,0,0,0,5,0,16,0.1160600166712978,1
30,85,Machine 9,0,0,0,5,0,16,0.1160600166712978,1
31,97,Machine 9,0,0,0,5,1,16,0.1160600166712978,1
32,88,Machine 9,0,0,0,5,0,16,0.1160600166712978,1
33,89,Machine 9,0,0,0,5,0,16,0.1160600166712978,1
34,84,Machine 9,0,0,0,5,0,16,0.1160600166712978,1
35,84,Machine 9,0,0,0,5,0,16,0.1160600166712978,1
36,78,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
37,76,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
38,75,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
39,69,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
40,72,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
41,64,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
42,63,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
43,62,Machine 9,0,0,0,4,0,16,0.1160600166712978,1
44,57,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
45,50,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
46,51,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
47,48,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
48,46,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
49,44,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
50,44,Machine 9,0,0,0,3,0,16,0.1160600166712978,1
51,39,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
52,38,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
53,36,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
54,34,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
55,28,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
56,28,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
57,18,Machine 9,0,0,0,1,0,16,0.1160600166712978,1
58,19,Machine 9,0,0,0,1,0,16,0.1160600166712978,1
59,22,Machine 9,0,0,0,2,0,16,0.1160600166712978,1
60,16,Machine 9,1,0,0,1,0,16,0.1160600166712978,1
