index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,49,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
2,49,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
3,50,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
4,49,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
5,52,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
6,50,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
7,48,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
8,51,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
9,50,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
10,47,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
11,48,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
12,54,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
13,52,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
14,47,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
15,47,Machine 6,0,0,3,3,0,50,0.005751597666018279,3
16,51,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
17,49,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
18,46,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
19,50,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
20,53,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
21,52,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
22,45,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
23,49,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
24,55,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
25,54,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
26,50,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
27,56,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
28,51,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
29,45,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
30,50,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
31,51,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
32,54,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
33,52,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
34,51,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
35,50,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
36,47,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
37,53,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
38,48,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
39,46,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
40,56,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
41,48,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
42,49,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
43,51,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
44,50,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
45,47,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
46,56,Machine 6,0,0,0,3,1,50,0.005751597666018279,3
47,49,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
48,50,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
49,47,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
50,49,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
51,51,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
52,52,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
53,51,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
54,51,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
55,50,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
56,51,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
57,55,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
58,45,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
59,46,Machine 6,0,0,0,3,0,50,0.005751597666018279,3
60,50,Machine 6,1,0,0,3,0,50,0.005751597666018279,3
