index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,89,Machine 7,0,0,0,5,1,84,-0.14851347596554587,5
2,87,Machine 7,0,0,0,5,0,84,-0.14851347596554587,5
3,83,Machine 7,0,0,0,5,0,84,-0.14851347596554587,5
4,82,Machine 7,0,0,0,5,0,84,-0.14851347596554587,5
5,77,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
6,76,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
7,76,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
8,69,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
9,69,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
10,65,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
11,66,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
12,60,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
13,59,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
14,63,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
15,54,Machine 7,0,3,0,3,0,84,-0.14851347596554587,5
16,47,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
17,46,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
18,42,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
19,40,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
20,38,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
21,39,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
22,36,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
23,35,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
24,30,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
25,27,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
26,18,Machine 7,0,0,0,1,0,84,-0.14851347596554587,5
27,24,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
28,21,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
29,15,Machine 7,0,0,0,1,0,84,-0.14851347596554587,5
30,10,Machine 7,0,0,0,1,0,84,-0.14851347596554587,5
31,10,Machine 7,0,0,0,1,0,84,-0.14851347596554587,5
32,10,Machine 7,0,0,0,1,0,84,-0.14851347596554587,5
33,14,Machine 7,0,0,0,1,0,84,-0.14851347596554587,5
34,13,Machine 7,0,0,0,1,0,84,-0.14851347596554587,5
35,20,Machine 7,0,0,0,1,0,84,-0.14851347596554587,5
36,15,Machine 7,0,0,0,1,0,84,-0.14851347596554587,5
37,25,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
38,24,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
39,28,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
40,34,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
41,35,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
42,38,Machine 7,0,0,0,2,0,84,-0.14851347596554587,5
43,42,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
44,45,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
45,44,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
46,43,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
47,45,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
48,57,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
49,50,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
50,56,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
51,59,Machine 7,0,0,0,3,0,84,-0.14851347596554587,5
52,62,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
53,69,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
54,66,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
55,72,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
56,72,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
57,81,Machine 7,0,0,0,5,0,84,-0.14851347596554587,5
58,75,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
59,80,Machine 7,0,0,0,4,0,84,-0.14851347596554587,5
60,84,Machine 7,1,0,0,5,0,84,-0.14851347596554587,5
