index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,99,Machine 9,0,0,0,5,0,88,-0.14551264240066683,5
2,99,Machine 9,0,0,0,5,1,88,-0.14551264240066683,5
3,86,Machine 9,0,0,0,5,0,88,-0.14551264240066683,5
4,82,Machine 9,0,0,0,5,0,88,-0.14551264240066683,5
5,70,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
6,80,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
7,75,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
8,72,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
9,68,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
10,66,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
11,65,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
12,61,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
13,64,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
14,58,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
15,50,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
16,50,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
17,49,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
18,47,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
19,40,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
20,40,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
21,36,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
22,33,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
23,31,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
24,30,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
25,21,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
26,22,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
27,21,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
28,17,Machine 9,0,0,0,1,0,88,-0.14551264240066683,5
29,12,Machine 9,0,0,0,1,0,88,-0.14551264240066683,5
30,18,Machine 9,0,0,0,1,0,88,-0.14551264240066683,5
31,10,Machine 9,0,0,0,1,0,88,-0.14551264240066683,5
32,10,Machine 9,0,0,0,1,0,88,-0.14551264240066683,5
33,13,Machine 9,0,0,0,1,0,88,-0.14551264240066683,5
34,15,Machine 9,0,0,0,1,0,88,-0.14551264240066683,5
35,14,Machine 9,0,0,0,1,0,88,-0.14551264240066683,5
36,23,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
37,26,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
38,26,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
39,29,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
40,28,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
41,32,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
42,35,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
43,37,Machine 9,0,0,0,2,0,88,-0.14551264240066683,5
44,43,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
45,42,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
46,47,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
47,51,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
48,52,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
49,59,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
50,62,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
51,61,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
52,59,Machine 9,0,0,0,3,0,88,-0.14551264240066683,5
53,69,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
54,70,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
55,74,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
56,77,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
57,80,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
58,83,Machine 9,0,0,0,5,0,88,-0.14551264240066683,5
59,80,Machine 9,0,0,0,4,0,88,-0.14551264240066683,5
60,88,Machine 9,1,0,0,5,0,88,-0.14551264240066683,5
