index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,56,Machine 10,0,0,0,3,0,51,0.0839399833287023,3
2,69,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
3,80,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
4,86,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
5,88,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
6,82,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
7,89,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
8,88,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
9,87,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
10,87,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
11,79,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
12,74,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
13,74,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
14,78,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
15,67,Machine 10,0,3,0,4,0,51,0.0839399833287023,3
16,71,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
17,64,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
18,61,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
19,45,Machine 10,0,0,0,3,0,51,0.0839399833287023,3
20,38,Machine 10,0,0,0,2,0,51,0.0839399833287023,3
21,30,Machine 10,0,0,0,2,0,51,0.0839399833287023,3
22,29,Machine 10,0,0,0,2,0,51,0.0839399833287023,3
23,22,Machine 10,0,0,0,2,0,51,0.0839399833287023,3
24,24,Machine 10,0,0,0,2,0,51,0.0839399833287023,3
25,18,Machine 10,0,0,0,1,0,51,0.0839399833287023,3
26,13,Machine 10,0,0,0,1,0,51,0.0839399833287023,3
27,15,Machine 10,0,0,0,1,0,51,0.0839399833287023,3
28,11,Machine 10,0,0,0,1,0,51,0.0839399833287023,3
29,17,Machine 10,0,0,0,1,0,51,0.0839399833287023,3
30,15,Machine 10,0,0,0,1,0,51,0.0839399833287023,3
31,10,Machine 10,0,0,0,1,0,51,0.0839399833287023,3
32,14,Machine 10,0,0,0,1,0,51,0.0839399833287023,3
33,13,Machine 10,0,0,0,1,0,51,0.0839399833287023,3
34,24,Machine 10,0,0,0,2,0,51,0.0839399833287023,3
35,32,Machine 10,0,0,0,2,0,51,0.0839399833287023,3
36,33,Machine 10,0,0,0,2,0,51,0.0839399833287023,3
37,48,Machine 10,0,0,0,3,0,51,0.0839399833287023,3
38,44,Machine 10,0,0,0,3,0,51,0.0839399833287023,3
39,51,Machine 10,0,0,0,3,0,51,0.0839399833287023,3
40,57,Machine 10,0,0,0,3,0,51,0.0839399833287023,3
41,58,Machine 10,0,0,0,3,0,51,0.0839399833287023,3
42,64,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
43,68,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
44,72,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
45,74,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
46,99,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
47,89,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
48,89,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
49,88,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
50,99,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
51,86,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
52,86,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
53,99,Machine 10,0,0,0,5,1,51,0.0839399833287023,3
54,79,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
55,83,Machine 10,0,0,0,5,0,51,0.0839399833287023,3
56,79,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
57,71,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
58,68,Machine 10,0,0,0,4,0,51,0.0839399833287023,3
59,48,Machine 10,0,0,0,3,0,51,0.0839399833287023,3
60,51,Machine 10,1,0,0,3,0,51,0.0839399833287023,3
