index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,53,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
2,51,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
3,45,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
4,51,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
5,47,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
6,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
7,53,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
8,53,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
9,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
10,53,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
11,47,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
12,41,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
13,48,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
14,47,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
15,51,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
16,47,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
17,52,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
18,51,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
19,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
20,51,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
21,46,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
22,52,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
23,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
24,49,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
25,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
26,47,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
27,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
28,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
29,48,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
30,54,Machine 1,0,0,0,3,1,52,0.005946096137815865,3
31,51,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
32,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
33,51,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
34,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
35,51,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
36,49,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
37,48,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
38,53,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
39,49,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
40,48,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
41,46,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
42,52,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
43,48,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
44,45,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
45,52,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
46,45,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
47,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
48,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
49,53,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
50,49,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
51,51,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
52,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
53,48,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
54,49,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
55,50,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
56,49,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
57,47,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
58,52,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
59,53,Machine 1,0,0,0,3,0,52,0.005946096137815865,3
60,52,Machine 1,1,0,0,3,0,52,0.005946096137815865,3
